Date,Open,High,Low,Close,Volume
2003-01-28,12427,12427,12425,12425,0
2003-01-29,12425,12425,12408,12408,0
2003-01-30,12408,12414,12408,12414,0
2003-01-31,12414,12414,12399,12399,0
2003-02-01,12399,12399,12399,12399,0
2003-02-02,12399,12399,12399,12399,0
2003-02-03,12399,12422,12399,12422,0
2003-02-04,12422,12422,12416,12416,0
2003-02-05,12416,12458,12416,12458,0
2003-02-06,12458,12458,12457,12457,0
2003-02-07,12457,12457,12452,12452,0
2003-02-08,12452,12452,12452,12452,0
2003-02-09,12452,12452,12452,12452,0
2003-02-10,12452,12452,12435,12435,0
2003-02-11,12435,12452,12435,12452,0
2003-02-12,12452,12456,12452,12456,0
2003-02-13,12456,12462,12456,12462,0
2003-02-14,12462,12462,12450,12450,0
2003-02-15,12450,12450,12450,12450,0
2003-02-16,12450,12450,12450,12450,0
2003-02-17,12450,12450,12438,12438,0
2003-02-18,12438,12438,12435,12435,0
2003-02-19,12435,12465,12435,12465,0
2003-02-20,12465,12506,12465,12506,0
2003-02-21,12506,12506,12494,12494,0
2003-02-22,12494,12494,12494,12494,0
2003-02-23,12494,12494,12494,12494,0
2003-02-24,12494,12517,12494,12517,0
2003-02-25,12517,12527,12517,12527,0
2003-02-26,12527,12536,12527,12536,0
2003-02-27,12536,12536,12533,12533,0
2003-02-28,12533,12542,12533,12542,0
2003-03-01,12542,12542,12542,12542,0
2003-03-02,12542,12542,12542,12542,0
2003-03-03,12542,12542,12532,12532,0
2003-03-04,12532,12545,12532,12545,0
2003-03-05,12545,12605,12545,12605,0
2003-03-06,12605,12648,12605,12648,0
2003-03-07,12648,12648,12643,12643,0
2003-03-08,12643,12643,12643,12643,0
2003-03-09,12643,12643,12643,12643,0
2003-03-10,12643,12655,12643,12655,0
2003-03-11,12655,12655,12629,12629,0
2003-03-12,12629,12629,12603,12603,0
2003-03-13,12603,12630,12603,12630,0
2003-03-14,12630,12630,12602,12602,0
2003-03-15,12602,12602,12602,12602,0
2003-03-16,12602,12602,12602,12602,0
2003-03-17,12602,12602,12585,12585,0
2003-03-18,12585,12622,12585,12622,0
2003-03-19,12622,12622,12605,12605,0
2003-03-20,12605,12627,12605,12627,0
2003-03-21,12627,12630,12627,12630,0
2003-03-22,12630,12630,12630,12630,0
2003-03-23,12630,12630,12630,12630,0
2003-03-24,12630,12630,12602,12602,0
2003-03-25,12602,12614,12602,12614,0
2003-03-26,12614,12614,12591,12591,0
2003-03-27,12591,12606,12591,12606,0
2003-03-28,12606,12616,12606,12616,0
2003-03-29,12616,12616,12616,12616,0
2003-03-30,12616,12616,12616,12616,0
2003-03-31,12616,12616,12610,12610,0
2003-04-01,12610,12634,12610,12634,0
2003-04-02,12634,12648,12634,12648,0
2003-04-03,12648,12648,12621,12621,0
2003-04-04,12621,12648,12621,12648,0
2003-04-05,12648,12648,12648,12648,0
2003-04-06,12648,12648,12648,12648,0
2003-04-07,12648,12651,12648,12651,0
2003-04-08,12651,12651,12632,12632,0
2003-04-09,12632,12660,12632,12660,0
2003-04-10,12660,12660,12652,12652,0
2003-04-11,12652,12659,12652,12659,0
2003-04-12,12659,12659,12659,12659,0
2003-04-13,12659,12659,12659,12659,0
2003-04-14,12659,12664,12659,12664,0
2003-04-15,12664,12664,12662,12662,0
2003-04-16,12662,12662,12654,12654,0
2003-04-17,12654,12654,12653,12653,0
2003-04-18,12653,12653,12653,12653,0
2003-04-19,12653,12653,12653,12653,0
2003-04-20,12653,12653,12653,12653,0
2003-04-21,12653,12661,12653,12661,0
2003-04-22,12661,12668,12661,12668,0
2003-04-23,12668,12668,12667,12667,0
2003-04-24,12667,12667,12666,12666,0
2003-04-25,12666,12690,12666,12690,0
2003-04-26,12690,12690,12690,12690,0
2003-04-27,12690,12690,12690,12690,0
2003-04-28,12690,12712,12690,12712,0
2003-04-29,12712,12717,12712,12717,0
2003-04-30,12717,12717,12685,12685,0
2003-05-01,12685,12685,12685,12685,0
2003-05-02,12685,12688,12685,12688,0
2003-05-03,12688,12688,12688,12688,0
2003-05-04,12688,12688,12688,12688,0
2003-05-05,12688,12695,12688,12695,0
2003-05-06,12695,12702,12695,12702,0
2003-05-07,12702,12702,12702,12702,0
2003-05-08,12702,12702,12687,12687,0
2003-05-09,12687,12715,12687,12715,0
2003-05-10,12715,12715,12715,12715,0
2003-05-11,12715,12715,12715,12715,0
2003-05-12,12715,12715,12705,12705,0
2003-05-13,12705,12705,12683,12683,0
2003-05-14,12683,12691,12683,12691,0
2003-05-15,12691,12695,12691,12695,0
2003-05-16,12695,12710,12695,12710,0
2003-05-17,12710,12710,12710,12710,0
2003-05-18,12710,12710,12710,12710,0
2003-05-19,12710,12718,12710,12718,0
2003-05-20,12718,12718,12711,12711,0
2003-05-21,12711,12711,12711,12711,0
2003-05-22,12711,12731,12711,12731,0
2003-05-23,12731,12731,12721,12721,0
2003-05-24,12721,12721,12721,12721,0
2003-05-25,12721,12721,12721,12721,0
2003-05-26,12721,12739,12721,12739,0
2003-05-27,12739,12743,12739,12743,0
2003-05-28,12743,12755,12743,12755,0
2003-05-29,12755,12755,12747,12747,0
2003-05-30,12747,12747,12745,12745,0
2003-05-31,12745,12745,12745,12745,0
2003-06-01,12745,12745,12745,12745,0
2003-06-02,12745,12762,12745,12762,0
2003-06-03,12762,12762,12746,12746,0
2003-06-04,12746,12762,12746,12762,0
2003-06-05,12762,12762,12745,12745,0
2003-06-06,12745,12773,12745,12773,0
2003-06-07,12773,12773,12773,12773,0
2003-06-08,12773,12773,12773,12773,0
2003-06-09,12773,12773,12760,12760,0
2003-06-10,12760,12776,12760,12776,0
2003-06-11,12776,12781,12776,12781,0
2003-06-12,12781,12781,12778,12778,0
2003-06-13,12778,12778,12762,12762,0
2003-06-14,12762,12762,12762,12762,0
2003-06-15,12762,12762,12762,12762,0
2003-06-16,12762,12762,12762,12762,0
2003-06-17,12762,12783,12762,12783,0
2003-06-18,12783,12783,12770,12770,0
2003-06-19,12770,12782,12770,12782,0
2003-06-20,12782,12782,12776,12776,0
2003-06-21,12776,12776,12776,12776,0
2003-06-22,12776,12776,12776,12776,0
2003-06-23,12776,12778,12776,12778,0
2003-06-24,12778,12784,12778,12784,0
2003-06-25,12784,12786,12784,12786,0
2003-06-26,12786,12798,12786,12798,0
2003-06-27,12798,12798,12788,12788,0
2003-06-28,12788,12788,12788,12788,0
2003-06-29,12788,12788,12788,12788,0
2003-06-30,12788,12788,12769,12769,0
2003-07-01,12769,12769,12768,12768,0
2003-07-02,12768,12768,12765,12765,0
2003-07-03,12765,12766,12765,12766,0
2003-07-04,12766,12768,12766,12768,0
2003-07-05,12768,12768,12768,12768,0
2003-07-06,12768,12768,12768,12768,0
2003-07-07,12768,12768,12759,12759,0
2003-07-08,12759,12775,12759,12775,0
2003-07-09,12775,12791,12775,12791,0
2003-07-10,12791,12791,12781,12781,0
2003-07-11,12781,12798,12781,12798,0
2003-07-12,12798,12798,12798,12798,0
2003-07-13,12798,12798,12798,12798,0
2003-07-14,12798,12802,12798,12802,0
2003-07-15,12802,12811,12802,12811,0
2003-07-16,12811,12816,12811,12816,0
2003-07-17,12816,12816,12811,12811,0
2003-07-18,12811,12814,12811,12814,0
2003-07-19,12814,12814,12814,12814,0
2003-07-20,12814,12814,12814,12814,0
2003-07-21,12814,12827,12814,12827,0
2003-07-22,12827,12827,12814,12814,0
2003-07-23,12814,12815,12814,12815,0
2003-07-24,12815,12856,12815,12856,0
2003-07-25,12856,12856,12849,12849,0
2003-07-26,12849,12849,12849,12849,0
2003-07-27,12849,12849,12849,12849,0
2003-07-28,12849,12870,12849,12870,0
2003-07-29,12870,12870,12845,12845,0
2003-07-30,12845,12879,12845,12879,0
2003-07-31,12879,12879,12866,12866,0
2003-08-01,12866,12872,12866,12872,0
2003-08-02,12872,12872,12872,12872,0
2003-08-03,12872,12872,12872,12872,0
2003-08-04,12872,12874,12872,12874,0
2003-08-05,12874,12898,12874,12898,0
2003-08-06,12898,12898,12889,12889,0
2003-08-07,12889,12889,12869,12869,0
2003-08-08,12869,12869,12851,12851,0
2003-08-09,12851,12851,12851,12851,0
2003-08-10,12851,12851,12851,12851,0
2003-08-11,12851,12860,12851,12860,0
2003-08-12,12860,12869,12860,12869,0
2003-08-13,12869,12881,12869,12881,0
2003-08-14,12881,12884,12881,12884,0
2003-08-15,12884,12884,12884,12884,0
2003-08-16,12884,12884,12884,12884,0
2003-08-17,12884,12884,12884,12884,0
2003-08-18,12884,12884,12857,12857,0
2003-08-19,12857,12861,12857,12861,0
2003-08-20,12861,12892,12861,12892,0
2003-08-21,12892,12892,12884,12884,0
2003-08-22,12884,12884,12876,12876,0
2003-08-23,12876,12876,12876,12876,0
2003-08-24,12876,12876,12876,12876,0
2003-08-25,12876,12881,12876,12881,0
2003-08-26,12881,12885,12881,12885,0
2003-08-27,12885,12885,12883,12883,0
2003-08-28,12883,12889,12883,12889,0
2003-08-29,12889,12889,12858,12858,0
2003-08-30,12858,12858,12858,12858,0
2003-08-31,12858,12858,12858,12858,0
2003-09-01,12858,12876,12858,12876,0
2003-09-02,12876,12876,12866,12866,0
2003-09-03,12866,12866,12849,12849,0
2003-09-04,12849,12849,12846,12846,0
2003-09-05,12846,12846,12816,12816,0
2003-09-06,12816,12816,12816,12816,0
2003-09-07,12816,12816,12816,12816,0
2003-09-08,12816,12844,12816,12844,0
2003-09-09,12844,12844,12839,12839,0
2003-09-10,12839,12856,12839,12856,0
2003-09-11,12856,12856,12843,12843,0
2003-09-12,12843,12843,12822,12822,0
2003-09-13,12822,12822,12822,12822,0
2003-09-14,12822,12822,12822,12822,0
2003-09-15,12822,12822,12800,12800,0
2003-09-16,12800,12806,12800,12806,0
2003-09-17,12806,12806,12786,12786,0
2003-09-18,12786,12786,12786,12786,0
2003-09-19,12786,12786,12786,12786,0
2003-09-20,12786,12786,12786,12786,0
2003-09-21,12786,12786,12786,12786,0
2003-09-22,12786,12804,12786,12804,0
2003-09-23,12804,12804,12793,12793,0
2003-09-24,12793,12793,12785,12785,0
2003-09-25,12785,12817,12785,12817,0
2003-09-26,12817,12819,12817,12819,0
2003-09-27,12819,12819,12819,12819,0
2003-09-28,12819,12819,12819,12819,0
2003-09-29,12819,12827,12819,12827,0
2003-09-30,12827,12827,12808,12808,0
2003-10-01,12808,12808,12798,12798,0
2003-10-02,12798,12817,12798,12817,0
2003-10-03,12817,12835,12817,12835,0
2003-10-04,12835,12835,12835,12835,0
2003-10-05,12835,12835,12835,12835,0
2003-10-06,12835,12835,12818,12818,0
2003-10-07,12818,12825,12818,12825,0
2003-10-08,12825,12825,12799,12799,0
2003-10-09,12799,12799,12786,12786,0
2003-10-10,12786,12786,12786,12786,0
2003-10-11,12786,12786,12786,12786,0
2003-10-12,12786,12786,12786,12786,0
2003-10-13,12786,12810,12786,12810,0
2003-10-14,12810,12810,12808,12808,0
2003-10-15,12808,12860,12808,12860,0
2003-10-16,12860,12885,12860,12885,0
2003-10-17,12885,12885,12873,12873,0
2003-10-18,12873,12873,12873,12873,0
2003-10-19,12873,12873,12873,12873,0
2003-10-20,12873,12880,12873,12880,0
2003-10-21,12880,12880,12879,12879,0
2003-10-22,12879,12879,12868,12868,0
2003-10-23,12868,12886,12868,12886,0
2003-10-24,12886,12886,12870,12870,0
2003-10-25,12870,12870,12870,12870,0
2003-10-26,12870,12870,12870,12870,0
2003-10-27,12870,12875,12870,12875,0
2003-10-28,12875,12900,12875,12900,0
2003-10-29,12900,12900,12875,12875,0
2003-10-30,12875,12887,12875,12887,0
2003-10-31,12887,12887,12850,12850,0
2003-11-01,12850,12850,12850,12850,0
2003-11-02,12850,12850,12850,12850,0
2003-11-03,12850,12865,12850,12865,0
2003-11-04,12865,12865,12859,12859,0
2003-11-05,12859,12860,12859,12860,0
2003-11-06,12860,12860,12849,12849,0
2003-11-07,12849,12855,12849,12855,0
2003-11-08,12855,12855,12855,12855,0
2003-11-09,12855,12855,12855,12855,0
2003-11-10,12855,12855,12831,12831,0
2003-11-11,12831,12836,12831,12836,0
2003-11-12,12836,12867,12836,12867,0
2003-11-13,12867,12869,12867,12869,0
2003-11-14,12869,12871,12869,12871,0
2003-11-15,12871,12871,12871,12871,0
2003-11-16,12871,12871,12871,12871,0
2003-11-17,12871,12871,12866,12866,0
2003-11-18,12866,12866,12859,12859,0
2003-11-19,12859,12895,12859,12895,0
2003-11-20,12895,12895,12880,12880,0
2003-11-21,12880,12880,12870,12870,0
2003-11-22,12870,12870,12870,12870,0
2003-11-23,12870,12870,12870,12870,0
2003-11-24,12870,12870,12867,12867,0
2003-11-25,12867,12867,12843,12843,0
2003-11-26,12843,12843,12839,12839,0
2003-11-27,12839,12848,12839,12848,0
2003-11-28,12848,12848,12824,12824,0
2003-11-29,12824,12824,12824,12824,0
2003-11-30,12824,12824,12824,12824,0
2003-12-01,12824,12824,12815,12815,0
2003-12-02,12815,12815,12809,12809,0
2003-12-03,12809,12809,12806,12806,0
2003-12-04,12806,12806,12786,12786,0
2003-12-05,12786,12803,12786,12803,0
2003-12-06,12803,12803,12803,12803,0
2003-12-07,12803,12803,12803,12803,0
2003-12-08,12803,12803,12803,12803,0
2003-12-09,12803,12810,12803,12810,0
2003-12-10,12810,12810,12800,12800,0
2003-12-11,12800,12800,12799,12799,0
2003-12-12,12799,12807,12799,12807,0
2003-12-13,12807,12807,12807,12807,0
2003-12-14,12807,12807,12807,12807,0
2003-12-15,12807,12809,12807,12809,0
2003-12-16,12809,12822,12809,12822,0
2003-12-17,12822,12832,12822,12832,0
2003-12-18,12832,12835,12832,12835,0
2003-12-19,12835,12835,12802,12802,0
2003-12-20,12802,12802,12802,12802,0
2003-12-21,12802,12802,12802,12802,0
2003-12-22,12802,12802,12786,12786,0
2003-12-23,12786,12807,12786,12807,0
2003-12-24,12807,12807,12807,12807,0
2003-12-25,12807,12807,12807,12807,0
2003-12-26,12807,12807,12803,12803,0
2003-12-27,12803,12803,12803,12803,0
2003-12-28,12803,12803,12803,12803,0
2003-12-29,12803,12811,12803,12811,0
2003-12-30,12811,12845,12811,12845,0
2003-12-31,12845,12845,12816,12816,0
2004-01-01,12816,12816,12816,12816,0
2004-01-02,12816,12816,12797,12797,0
2004-01-03,12797,12797,12797,12797,0
2004-01-04,12797,12797,12797,12797,0
2004-01-05,12797,12811,12797,12811,0
2004-01-06,12811,12811,12801,12801,0
2004-01-07,12801,12801,12785,12785,0
2004-01-08,12785,12822,12785,12822,0
2004-01-09,12822,12822,12819,12819,0
2004-01-10,12819,12819,12819,12819,0
2004-01-11,12819,12819,12819,12819,0
2004-01-12,12819,12823,12819,12823,0
2004-01-13,12823,12836,12823,12836,0
2004-01-14,12836,12850,12836,12850,0
2004-01-15,12850,12872,12850,12872,0
2004-01-16,12872,12872,12838,12838,0
2004-01-17,12838,12838,12838,12838,0
2004-01-18,12838,12838,12838,12838,0
2004-01-19,12838,12868,12838,12868,0
2004-01-20,12868,12868,12841,12841,0
2004-01-21,12841,12856,12841,12856,0
2004-01-22,12856,12865,12856,12865,0
2004-01-23,12865,12893,12865,12893,0
2004-01-24,12893,12893,12893,12893,0
2004-01-25,12893,12893,12893,12893,0
2004-01-26,12893,12916,12893,12916,0
2004-01-27,12916,12917,12916,12917,0
2004-01-28,12917,12918,12917,12918,0
2004-01-29,12918,12946,12918,12946,0
2004-01-30,12946,12982,12946,12982,0
2004-01-31,12982,12982,12982,12982,0
2004-02-01,12982,12982,12982,12982,0
2004-02-02,12982,12982,12936,12936,0
2004-02-03,12936,12936,12883,12883,0
2004-02-04,12883,12947,12883,12947,0
2004-02-05,12947,12975,12947,12975,0
2004-02-06,12975,13005,12975,13005,0
2004-02-07,13005,13005,13005,13005,0
2004-02-08,13005,13005,13005,13005,0
2004-02-09,13005,13010,13005,13010,0
2004-02-10,13010,13010,12966,12966,0
2004-02-11,12966,12985,12966,12985,0
2004-02-12,12985,13010,12985,13010,0
2004-02-13,13010,13010,12990,12990,0
2004-02-14,12990,12990,12990,12990,0
2004-02-15,12990,12990,12990,12990,0
2004-02-16,12990,13005,12990,13005,0
2004-02-17,13005,13021,13005,13021,0
2004-02-18,13021,13021,12983,12983,0
2004-02-19,12983,12993,12983,12993,0
2004-02-20,12993,13033,12993,13033,0
2004-02-21,13033,13033,13033,13033,0
2004-02-22,13033,13033,13033,13033,0
2004-02-23,13033,13033,13019,13019,0
2004-02-24,13019,13041,13019,13041,0
2004-02-25,13041,13065,13041,13065,0
2004-02-26,13065,13065,13044,13044,0
2004-02-27,13044,13080,13044,13080,0
2004-02-28,13080,13080,13080,13080,0
2004-02-29,13080,13080,13080,13080,0
2004-03-01,13080,13080,13068,13068,0
2004-03-02,13068,13070,13068,13070,0
2004-03-03,13070,13080,13070,13080,0
2004-03-04,13080,13102,13080,13102,0
2004-03-05,13102,13111,13102,13111,0
2004-03-06,13111,13111,13111,13111,0
2004-03-07,13111,13111,13111,13111,0
2004-03-08,13111,13111,13090,13090,0
2004-03-09,13090,13119,13090,13119,0
2004-03-10,13119,13137,13119,13137,0
2004-03-11,13137,13161,13137,13161,0
2004-03-12,13161,13161,13157,13157,0
2004-03-13,13157,13157,13157,13157,0
2004-03-14,13157,13157,13157,13157,0
2004-03-15,13157,13183,13157,13183,0
2004-03-16,13183,13200,13183,13200,0
2004-03-17,13200,13214,13200,13214,0
2004-03-18,13214,13224,13214,13224,0
2004-03-19,13224,13224,13193,13193,0
2004-03-20,13193,13193,13193,13193,0
2004-03-21,13193,13193,13193,13193,0
2004-03-22,13193,13219,13193,13219,0
2004-03-23,13219,13231,13219,13231,0
2004-03-24,13231,13231,13219,13219,0
2004-03-25,13219,13219,13203,13203,0
2004-03-26,13203,13203,13188,13188,0
2004-03-27,13188,13188,13188,13188,0
2004-03-28,13188,13188,13188,13188,0
2004-03-29,13188,13219,13188,13219,0
2004-03-30,13219,13219,13204,13204,0
2004-03-31,13204,13215,13204,13215,0
2004-04-01,13215,13215,13185,13185,0
2004-04-02,13185,13187,13185,13187,0
2004-04-03,13187,13187,13187,13187,0
2004-04-04,13187,13187,13187,13187,0
2004-04-05,13187,13187,13133,13133,0
2004-04-06,13133,13145,13133,13145,0
2004-04-07,13145,13159,13145,13159,0
2004-04-08,13159,13164,13159,13164,0
2004-04-09,13164,13164,13164,13164,0
2004-04-10,13164,13164,13164,13164,0
2004-04-11,13164,13164,13164,13164,0
2004-04-12,13164,13164,13146,13146,0
2004-04-13,13146,13162,13146,13162,0
2004-04-14,13162,13162,13110,13110,0
2004-04-15,13110,13134,13110,13134,0
2004-04-16,13134,13134,13106,13106,0
2004-04-17,13106,13106,13106,13106,0
2004-04-18,13106,13106,13106,13106,0
2004-04-19,13106,13116,13106,13116,0
2004-04-20,13116,13125,13116,13125,0
2004-04-21,13125,13132,13125,13132,0
2004-04-22,13132,13132,13132,13132,0
2004-04-23,13132,13165,13132,13165,0
2004-04-24,13165,13165,13165,13165,0
2004-04-25,13165,13165,13165,13165,0
2004-04-26,13165,13166,13165,13166,0
2004-04-27,13166,13168,13166,13168,0
2004-04-28,13168,13194,13168,13194,0
2004-04-29,13194,13199,13194,13199,0
2004-04-30,13199,13208,13199,13208,0
2004-05-01,13208,13208,13208,13208,0
2004-05-02,13208,13208,13208,13208,0
2004-05-03,13208,13213,13208,13213,0
2004-05-04,13213,13213,13211,13211,0
2004-05-05,13211,13248,13211,13248,0
2004-05-06,13248,13270,13248,13270,0
2004-05-07,13270,13282,13270,13282,0
2004-05-08,13282,13282,13282,13282,0
2004-05-09,13282,13282,13282,13282,0
2004-05-10,13282,13282,13276,13276,0
2004-05-11,13276,13290,13276,13290,0
2004-05-12,13290,13290,13273,13273,0
2004-05-13,13273,13290,13273,13290,0
2004-05-14,13290,13290,13268,13268,0
2004-05-15,13268,13268,13268,13268,0
2004-05-16,13268,13268,13268,13268,0
2004-05-17,13268,13273,13268,13273,0
2004-05-18,13273,13344,13273,13344,0
2004-05-19,13344,13344,13329,13329,0
2004-05-20,13329,13332,13329,13332,0
2004-05-21,13332,13332,13332,13332,0
2004-05-22,13332,13332,13332,13332,0
2004-05-23,13332,13332,13332,13332,0
2004-05-24,13332,13371,13332,13371,0
2004-05-25,13371,13371,13352,13352,0
